Load,Bus,BusPhase,kVbase,kWmax,Transformer
OH_262987_1_6,NODE_31208075_1_6,NODE_31208075_1_6-1,0.24,1.603156857,OH_262987_1
OH_262987_1_7,NODE_31208075_1_7,NODE_31208075_1_7-1,0.24,1.603156857,OH_262987_1
OH_262987_2_1,NODE_31208075_2_1,NODE_31208075_2_1-1,0.24,1.603156857,OH_262987_2
OH_262987_2_2,NODE_31208075_2_2,NODE_31208075_2_2-1,0.24,1.603156857,OH_262987_2
OH_262987_2_3,NODE_31208075_2_3,NODE_31208075_2_3-1,0.24,1.603156857,OH_262987_2
OH_262987_2_4,NODE_31208075_2_4,NODE_31208075_2_4-1,0.24,1.603156857,OH_262987_2
OH_262987_2_5,NODE_31208075_2_5,NODE_31208075_2_5-1,0.24,1.603156857,OH_262987_2
OH_262987_2_6,NODE_31208075_2_6,NODE_31208075_2_6-1,0.24,1.603156857,OH_262987_2
OH_262987_2_7,NODE_31208075_2_7,NODE_31208075_2_7-1,0.24,1.603156857,OH_262987_2
OH_262992_1_1,DEV_262993_1_1,DEV_262993_1_1-1,0.24,3.206314,OH_262992_1
OH_262992_2_1,DEV_262993_2_1,DEV_262993_2_1-1,0.24,3.206314,OH_262992_2
OH_262998_1_1,DEV_262999_1_1,DEV_262999_1_1-1,0.24,2.515298,OH_262998_1
OH_262998_1_2,DEV_262999_1_2,DEV_262999_1_2-1,0.24,2.515298,OH_262998_1
OH_262998_1_3,DEV_262999_1_3,DEV_262999_1_3-1,0.24,2.515298,OH_262998_1
OH_262998_1_4,DEV_262999_1_4,DEV_262999_1_4-1,0.24,2.515298,OH_262998_1
OH_262998_2_1,DEV_262999_2_1,DEV_262999_2_1-1,0.24,2.515298,OH_262998_2
OH_262998_2_2,DEV_262999_2_2,DEV_262999_2_2-1,0.24,2.515298,OH_262998_2
OH_262998_2_3,DEV_262999_2_3,DEV_262999_2_3-1,0.24,2.515298,OH_262998_2
OH_262998_2_4,DEV_262999_2_4,DEV_262999_2_4-1,0.24,2.515298,OH_262998_2
OH_263000_1_1,DEV_263008_1_1,DEV_263008_1_1-1,0.24,1.437313,OH_263000_1
OH_263000_1_2,DEV_263008_1_2,DEV_263008_1_2-1,0.24,1.437313,OH_263000_1
OH_263000_1_3,DEV_263008_1_3,DEV_263008_1_3-1,0.24,1.437313,OH_263000_1
OH_263000_2_1,DEV_263008_2_1,DEV_263008_2_1-1,0.24,1.437313,OH_263000_2
OH_263000_2_2,DEV_263008_2_2,DEV_263008_2_2-1,0.24,1.437313,OH_263000_2
OH_263000_2_3,DEV_263008_2_3,DEV_263008_2_3-1,0.24,1.437313,OH_263000_2
OH_263011_0_1,DEV_51081604_0_1,DEV_51081604_0_1-1,0.24,2.487657,OH_263011_0
OH_263013_1_1,DEV_263015_1_1,DEV_263015_1_1-1,0.24,1.558932,OH_263013_1
OH_263013_1_2,DEV_263015_1_2,DEV_263015_1_2-1,0.24,1.558932,OH_263013_1
OH_263013_1_3,DEV_263015_1_3,DEV_263015_1_3-1,0.24,1.558932,OH_263013_1
OH_263013_1_4,DEV_263015_1_4,DEV_263015_1_4-1,0.24,1.558932,OH_263013_1
OH_263013_1_5,DEV_263015_1_5,DEV_263015_1_5-1,0.24,1.558932,OH_263013_1
OH_263013_2_1,DEV_263015_2_1,DEV_263015_2_1-1,0.24,1.558932,OH_263013_2
OH_263013_2_2,DEV_263015_2_2,DEV_263015_2_2-1,0.24,1.558932,OH_263013_2
OH_263013_2_3,DEV_263015_2_3,DEV_263015_2_3-1,0.24,1.558932,OH_263013_2
OH_263013_2_4,DEV_263015_2_4,DEV_263015_2_4-1,0.24,1.558932,OH_263013_2
OH_263013_2_5,DEV_263015_2_5,DEV_263015_2_5-1,0.24,1.558932,OH_263013_2
OH_263016_1_1,DEV_263017_1_1,DEV_263017_1_1-1,0.24,7.849941,OH_263016_1
OH_263016_2_1,DEV_263017_2_1,DEV_263017_2_1-1,0.24,7.849941,OH_263016_2
OH_263089_1_1,NODE_11021906_1_1,NODE_11021906_1_1-1,0.24,8.67916,OH_263089_1
OH_263089_2_1,NODE_11021906_2_1,NODE_11021906_2_1-1,0.24,8.67916,OH_263089_2
OH_263090_1_1,DEV_263125_1_1,DEV_263125_1_1-1,0.24,0.9397816,OH_263090_1
OH_263090_1_2,DEV_263125_1_2,DEV_263125_1_2-1,0.24,0.9397816,OH_263090_1
OH_263090_1_3,DEV_263125_1_3,DEV_263125_1_3-1,0.24,0.9397816,OH_263090_1
OH_263090_1_4,DEV_263125_1_4,DEV_263125_1_4-1,0.24,0.9397816,OH_263090_1
OH_263090_1_5,DEV_263125_1_5,DEV_263125_1_5-1,0.24,0.9397816,OH_263090_1
OH_263090_2_1,DEV_263125_2_1,DEV_263125_2_1-1,0.24,0.9397816,OH_263090_2
OH_263090_2_2,DEV_263125_2_2,DEV_263125_2_2-1,0.24,0.9397816,OH_263090_2
OH_263090_2_3,DEV_263125_2_3,DEV_263125_2_3-1,0.24,0.9397816,OH_263090_2
OH_263090_2_4,DEV_263125_2_4,DEV_263125_2_4-1,0.24,0.9397816,OH_263090_2
OH_263090_2_5,DEV_263125_2_5,DEV_263125_2_5-1,0.24,0.9397816,OH_263090_2
OH_263092_1_1,NODE_609823_1_1,NODE_609823_1_1-1,0.24,1.455740333,OH_263092_1
OH_263092_1_2,NODE_609823_1_2,NODE_609823_1_2-1,0.24,1.455740333,OH_263092_1
OH_263092_1_3,NODE_609823_1_3,NODE_609823_1_3-1,0.24,1.455740333,OH_263092_1
OH_263092_2_1,NODE_609823_2_1,NODE_609823_2_1-1,0.24,1.455740333,OH_263092_2
OH_263092_2_2,NODE_609823_2_2,NODE_609823_2_2-1,0.24,1.455740333,OH_263092_2
OH_263092_2_3,NODE_609823_2_3,NODE_609823_2_3-1,0.24,1.455740333,OH_263092_2
OH_263094_0_1,DEV_51051935_0_1,DEV_51051935_0_1-1,0.24,1.0171754,OH_263094_0
OH_263094_0_2,DEV_51051935_0_2,DEV_51051935_0_2-1,0.24,1.0171754,OH_263094_0
OH_263094_0_3,DEV_51051935_0_3,DEV_51051935_0_3-1,0.24,1.0171754,OH_263094_0
OH_263094_0_4,DEV_51051935_0_4,DEV_51051935_0_4-1,0.24,1.0171754,OH_263094_0
OH_263094_0_5,DEV_51051935_0_5,DEV_51051935_0_5-1,0.24,1.0171754,OH_263094_0
OH_263095_1_1,NODE_609796_1_1,NODE_609796_1_1-1,0.24,3.151033,OH_263095_1
OH_263095_2_1,NODE_609796_2_1,NODE_609796_2_1-1,0.24,3.151033,OH_263095_2
OH_263105_1_1,DEV_263108_1_1,DEV_263108_1_1-1,0.24,2.377095,OH_263105_1
OH_263105_1_2,DEV_263108_1_2,DEV_263108_1_2-1,0.24,2.377095,OH_263105_1
OH_263105_2_1,DEV_263108_2_1,DEV_263108_2_1-1,0.24,2.377095,OH_263105_2
OH_263105_2_2,DEV_263108_2_2,DEV_263108_2_2-1,0.24,2.377095,OH_263105_2
OH_263110_0_1,DEV_263111_0_1,DEV_263111_0_1-1,0.24,10.83513,OH_263110_0
OH_263114_1_1,DEV_263116_1_1,DEV_263116_1_1-1,0.24,2.3218135,OH_263114_1
OH_263114_1_2,DEV_263116_1_2,DEV_263116_1_2-1,0.24,2.3218135,OH_263114_1
OH_263114_1_3,DEV_263116_1_3,DEV_263116_1_3-1,0.24,2.3218135,OH_263114_1
OH_263114_1_4,DEV_263116_1_4,DEV_263116_1_4-1,0.24,2.3218135,OH_263114_1
OH_263114_1_5,DEV_263116_1_5,DEV_263116_1_5-1,0.24,2.3218135,OH_263114_1
OH_263114_1_6,DEV_263116_1_6,DEV_263116_1_6-1,0.24,2.3218135,OH_263114_1
OH_263114_2_1,DEV_263116_2_1,DEV_263116_2_1-1,0.24,2.3218135,OH_263114_2
OH_263114_2_2,DEV_263116_2_2,DEV_263116_2_2-1,0.24,2.3218135,OH_263114_2
OH_263114_2_3,DEV_263116_2_3,DEV_263116_2_3-1,0.24,2.3218135,OH_263114_2
OH_263114_2_4,DEV_263116_2_4,DEV_263116_2_4-1,0.24,2.3218135,OH_263114_2
OH_263114_2_5,DEV_263116_2_5,DEV_263116_2_5-1,0.24,2.3218135,OH_263114_2
OH_263114_2_6,DEV_263116_2_6,DEV_263116_2_6-1,0.24,2.3218135,OH_263114_2
OH_263118_1_1,DEV_263119_1_1,DEV_263119_1_1-1,0.24,1.4925945,OH_263118_1
OH_263118_1_2,DEV_263119_1_2,DEV_263119_1_2-1,0.24,1.4925945,OH_263118_1
OH_263118_2_1,DEV_263119_2_1,DEV_263119_2_1-1,0.24,1.4925945,OH_263118_2
OH_263118_2_2,DEV_263119_2_2,DEV_263119_2_2-1,0.24,1.4925945,OH_263118_2
OH_263121_1_1,DEV_263123_1_1,DEV_263123_1_1-1,0.24,4.2290175,OH_263121_1
OH_263121_1_2,DEV_263123_1_2,DEV_263123_1_2-1,0.24,4.2290175,OH_263121_1
OH_263121_2_1,DEV_263123_2_1,DEV_263123_2_1-1,0.24,4.2290175,OH_263121_2
OH_263121_2_2,DEV_263123_2_2,DEV_263123_2_2-1,0.24,4.2290175,OH_263121_2
OH_263135_1_1,DEV_263138_1_1,DEV_263138_1_1-1,0.24,2.985189,OH_263135_1
OH_263135_2_1,DEV_263138_2_1,DEV_263138_2_1-1,0.24,2.985189,OH_263135_2
OH_263157_0_1,NODE_619013_0_1,NODE_619013_0_1-1,0.24,4.31673875,OH_263157_0
OH_263157_0_2,NODE_619013_0_2,NODE_619013_0_2-1,0.24,4.31673875,OH_263157_0
OH_263157_0_3,NODE_619013_0_3,NODE_619013_0_3-1,0.24,4.31673875,OH_263157_0
OH_263157_0_4,NODE_619013_0_4,NODE_619013_0_4-1,0.24,4.31673875,OH_263157_0
OH_263160_0_1,DEV_263162_0_1,DEV_263162_0_1-1,0.24,4.855227667,OH_263160_0
OH_263160_0_2,DEV_263162_0_2,DEV_263162_0_2-1,0.24,4.855227667,OH_263160_0
OH_263160_0_3,DEV_263162_0_3,DEV_263162_0_3-1,0.24,4.855227667,OH_263160_0
OH_263163_0_1,DEV_263265_0_1,DEV_263265_0_1-1,0.24,1.641949714,OH_263163_0
OH_263163_0_2,DEV_263265_0_2,DEV_263265_0_2-1,0.24,1.641949714,OH_263163_0
OH_263163_0_3,DEV_263265_0_3,DEV_263265_0_3-1,0.24,1.641949714,OH_263163_0
OH_263163_0_4,DEV_263265_0_4,DEV_263265_0_4-1,0.24,1.641949714,OH_263163_0
OH_263163_0_5,DEV_263265_0_5,DEV_263265_0_5-1,0.24,1.641949714,OH_263163_0
OH_263163_0_6,DEV_263265_0_6,DEV_263265_0_6-1,0.24,1.641949714,OH_263163_0
OH_263163_0_7,DEV_263265_0_7,DEV_263265_0_7-1,0.24,1.641949714,OH_263163_0
OH_263165_0_1,DEV_51092718_0_1,DEV_51092718_0_1-1,0.24,4.978815,OH_263165_0
OH_263236_0_1,NODE_625300_0_1,NODE_625300_0_1-1,0.24,3.351998714,OH_263236_0
OH_263236_0_2,NODE_625300_0_2,NODE_625300_0_2-1,0.24,3.351998714,OH_263236_0
OH_263236_0_3,NODE_625300_0_3,NODE_625300_0_3-1,0.24,3.351998714,OH_263236_0
OH_263236_0_4,NODE_625300_0_4,NODE_625300_0_4-1,0.24,3.351998714,OH_263236_0
OH_263236_0_5,NODE_625300_0_5,NODE_625300_0_5-1,0.24,3.351998714,OH_263236_0
OH_263236_0_6,NODE_625300_0_6,NODE_625300_0_6-1,0.24,3.351998714,OH_263236_0
OH_263236_0_7,NODE_625300_0_7,NODE_625300_0_7-1,0.24,3.351998714,OH_263236_0
OH_263243_0_1,DEV_263244_0_1,DEV_263244_0_1-1,0.24,1.523794538,OH_263243_0
OH_263243_0_2,DEV_263244_0_2,DEV_263244_0_2-1,0.24,1.523794538,OH_263243_0
OH_263243_0_3,DEV_263244_0_3,DEV_263244_0_3-1,0.24,1.523794538,OH_263243_0
OH_263243_0_4,DEV_263244_0_4,DEV_263244_0_4-1,0.24,1.523794538,OH_263243_0
OH_263243_0_5,DEV_263244_0_5,DEV_263244_0_5-1,0.24,1.523794538,OH_263243_0
OH_263243_0_6,DEV_263244_0_6,DEV_263244_0_6-1,0.24,1.523794538,OH_263243_0
OH_263243_0_7,DEV_263244_0_7,DEV_263244_0_7-1,0.24,1.523794538,OH_263243_0
OH_263243_0_8,DEV_263244_0_8,DEV_263244_0_8-1,0.24,1.523794538,OH_263243_0
OH_263243_0_9,DEV_263244_0_9,DEV_263244_0_9-1,0.24,1.523794538,OH_263243_0
OH_263243_0_10,DEV_263244_0_10,DEV_263244_0_10-1,0.24,1.523794538,OH_263243_0
OH_263243_0_11,DEV_263244_0_11,DEV_263244_0_11-1,0.24,1.523794538,OH_263243_0
OH_263243_0_12,DEV_263244_0_12,DEV_263244_0_12-1,0.24,1.523794538,OH_263243_0
OH_263243_0_13,DEV_263244_0_13,DEV_263244_0_13-1,0.24,1.523794538,OH_263243_0
OH_263254_1_1,DEV_263286_1_1,DEV_263286_1_1-1,0.24,2.966103,OH_263254_1
OH_263254_2_1,DEV_263286_2_1,DEV_263286_2_1-1,0.24,2.966103,OH_263254_2
OH_263256_1_1,DEV_263258_1_1,DEV_263258_1_1-1,0.24,2.198094,OH_263256_1
OH_263256_1_2,DEV_263258_1_2,DEV_263258_1_2-1,0.24,2.198094,OH_263256_1
OH_263256_1_3,DEV_263258_1_3,DEV_263258_1_3-1,0.24,2.198094,OH_263256_1
OH_263256_1_4,DEV_263258_1_4,DEV_263258_1_4-1,0.24,2.198094,OH_263256_1
OH_263256_2_1,DEV_263258_2_1,DEV_263258_2_1-1,0.24,2.198094,OH_263256_2
OH_263256_2_2,DEV_263258_2_2,DEV_263258_2_2-1,0.24,2.198094,OH_263256_2
OH_263256_2_3,DEV_263258_2_3,DEV_263258_2_3-1,0.24,2.198094,OH_263256_2
OH_263256_2_4,DEV_263258_2_4,DEV_263258_2_4-1,0.24,2.198094,OH_263256_2
OH_263261_0_1,DEV_263263_0_1,DEV_263263_0_1-1,0.24,3.778249833,OH_263261_0
OH_263261_0_2,DEV_263263_0_2,DEV_263263_0_2-1,0.24,3.778249833,OH_263261_0
OH_263261_0_3,DEV_263263_0_3,DEV_263263_0_3-1,0.24,3.778249833,OH_263261_0
OH_263261_0_4,DEV_263263_0_4,DEV_263263_0_4-1,0.24,3.778249833,OH_263261_0
OH_263261_0_5,DEV_263263_0_5,DEV_263263_0_5-1,0.24,3.778249833,OH_263261_0
OH_263261_0_6,DEV_263263_0_6,DEV_263263_0_6-1,0.24,3.778249833,OH_263261_0
OH_263270_1_1,DEV_263283_1_1,DEV_263283_1_1-1,0.24,1.668433,OH_263270_1
OH_263270_1_2,DEV_263283_1_2,DEV_263283_1_2-1,0.24,1.668433,OH_263270_1
OH_263270_2_1,DEV_263283_2_1,DEV_263283_2_1-1,0.24,1.668433,OH_263270_2
OH_263270_2_2,DEV_263283_2_2,DEV_263283_2_2-1,0.24,1.668433,OH_263270_2
OH_263272_0_1,DEV_263274_0_1,DEV_263274_0_1-1,0.24,1.271187,OH_263272_0
OH_263335_0_1,DEV_263340_0_1,DEV_263340_0_1-1,0.24,8.580511,OH_263335_0
OH_263336_0_1,DEV_263338_0_1,DEV_263338_0_1-1,0.24,2.807204333,OH_263336_0
OH_263336_0_2,DEV_263338_0_2,DEV_263338_0_2-1,0.24,2.807204333,OH_263336_0
OH_263336_0_3,DEV_263338_0_3,DEV_263338_0_3-1,0.24,2.807204333,OH_263336_0
OH_263336_0_4,DEV_263338_0_4,DEV_263338_0_4-1,0.24,2.807204333,OH_263336_0
OH_263336_0_5,DEV_263338_0_5,DEV_263338_0_5-1,0.24,2.807204333,OH_263336_0
OH_263336_0_6,DEV_263338_0_6,DEV_263338_0_6-1,0.24,2.807204333,OH_263336_0
OH_263347_0_1,DEV_263351_0_1,DEV_263351_0_1-1,0.24,1.1122886,OH_263347_0
OH_263347_0_2,DEV_263351_0_2,DEV_263351_0_2-1,0.24,1.1122886,OH_263347_0
OH_263347_0_3,DEV_263351_0_3,DEV_263351_0_3-1,0.24,1.1122886,OH_263347_0
OH_263347_0_4,DEV_263351_0_4,DEV_263351_0_4-1,0.24,1.1122886,OH_263347_0
OH_263347_0_5,DEV_263351_0_5,DEV_263351_0_5-1,0.24,1.1122886,OH_263347_0
OH_263353_1_1,DEV_263362_1_1,DEV_263362_1_1-1,0.24,6.14407,OH_263353_1
OH_263353_2_1,DEV_263362_2_1,DEV_263362_2_1-1,0.24,6.14407,OH_263353_2
OH_263354_0_1,DEV_263360_0_1,DEV_263360_0_1-1,0.24,1.571328333,OH_263354_0
OH_263354_0_2,DEV_263360_0_2,DEV_263360_0_2-1,0.24,1.571328333,OH_263354_0
OH_263354_0_3,DEV_263360_0_3,DEV_263360_0_3-1,0.24,1.571328333,OH_263354_0
OH_263364_1_1,DEV_263370_1_1,DEV_263370_1_1-1,0.24,1.7266954,OH_263364_1
OH_263364_1_2,DEV_263370_1_2,DEV_263370_1_2-1,0.24,1.7266954,OH_263364_1
OH_263364_1_3,DEV_263370_1_3,DEV_263370_1_3-1,0.24,1.7266954,OH_263364_1
OH_263364_1_4,DEV_263370_1_4,DEV_263370_1_4-1,0.24,1.7266954,OH_263364_1
OH_263364_1_5,DEV_263370_1_5,DEV_263370_1_5-1,0.24,1.7266954,OH_263364_1
OH_263364_2_1,DEV_263370_2_1,DEV_263370_2_1-1,0.24,1.7266954,OH_263364_2
OH_263364_2_2,DEV_263370_2_2,DEV_263370_2_2-1,0.24,1.7266954,OH_263364_2
OH_263364_2_3,DEV_263370_2_3,DEV_263370_2_3-1,0.24,1.7266954,OH_263364_2
OH_263364_2_4,DEV_263370_2_4,DEV_263370_2_4-1,0.24,1.7266954,OH_263364_2
OH_263364_2_5,DEV_263370_2_5,DEV_263370_2_5-1,0.24,1.7266954,OH_263364_2
OH_263400_0_1,DEV_263398_0_1,DEV_263398_0_1-1,0.24,1.407783684,OH_263400_0
OH_263400_0_2,DEV_263398_0_2,DEV_263398_0_2-1,0.24,1.407783684,OH_263400_0
OH_263400_0_3,DEV_263398_0_3,DEV_263398_0_3-1,0.24,1.407783684,OH_263400_0
OH_263400_0_4,DEV_263398_0_4,DEV_263398_0_4-1,0.24,1.407783684,OH_263400_0
OH_263400_0_5,DEV_263398_0_5,DEV_263398_0_5-1,0.24,1.407783684,OH_263400_0
OH_263400_0_6,DEV_263398_0_6,DEV_263398_0_6-1,0.24,1.407783684,OH_263400_0
OH_263400_0_7,DEV_263398_0_7,DEV_263398_0_7-1,0.24,1.407783684,OH_263400_0
OH_263400_0_8,DEV_263398_0_8,DEV_263398_0_8-1,0.24,1.407783684,OH_263400_0
OH_263400_0_9,DEV_263398_0_9,DEV_263398_0_9-1,0.24,1.407783684,OH_263400_0
OH_263400_0_10,DEV_263398_0_10,DEV_263398_0_10-1,0.24,1.407783684,OH_263400_0
OH_263400_0_11,DEV_263398_0_11,DEV_263398_0_11-1,0.24,1.407783684,OH_263400_0
OH_263400_0_12,DEV_263398_0_12,DEV_263398_0_12-1,0.24,1.407783684,OH_263400_0
OH_263400_0_13,DEV_263398_0_13,DEV_263398_0_13-1,0.24,1.407783684,OH_263400_0
OH_263400_0_14,DEV_263398_0_14,DEV_263398_0_14-1,0.24,1.407783684,OH_263400_0
OH_263400_0_15,DEV_263398_0_15,DEV_263398_0_15-1,0.24,1.407783684,OH_263400_0
OH_263400_0_16,DEV_263398_0_16,DEV_263398_0_16-1,0.24,1.407783684,OH_263400_0
OH_263400_0_17,DEV_263398_0_17,DEV_263398_0_17-1,0.24,1.407783684,OH_263400_0
OH_263400_0_18,DEV_263398_0_18,DEV_263398_0_18-1,0.24,1.407783684,OH_263400_0
OH_263400_0_19,DEV_263398_0_19,DEV_263398_0_19-1,0.24,1.407783684,OH_263400_0
OH_263402_1_1,DEV_263396_1_1,DEV_263396_1_1-1,0.24,1.588984,OH_263402_1
OH_263402_2_1,DEV_263396_2_1,DEV_263396_2_1-1,0.24,1.588984,OH_263402_2
OH_263581_1_1,DEV_263774_1_1,DEV_263774_1_1-1,0.24,2.059057875,OH_263581_1
OH_263581_1_2,DEV_263774_1_2,DEV_263774_1_2-1,0.24,2.059057875,OH_263581_1
OH_263581_1_3,DEV_263774_1_3,DEV_263774_1_3-1,0.24,2.059057875,OH_263581_1
OH_263581_1_4,DEV_263774_1_4,DEV_263774_1_4-1,0.24,2.059057875,OH_263581_1
OH_263581_1_5,DEV_263774_1_5,DEV_263774_1_5-1,0.24,2.059057875,OH_263581_1
OH_263581_1_6,DEV_263774_1_6,DEV_263774_1_6-1,0.24,2.059057875,OH_263581_1
OH_263581_1_7,DEV_263774_1_7,DEV_263774_1_7-1,0.24,2.059057875,OH_263581_1
OH_263581_1_8,DEV_263774_1_8,DEV_263774_1_8-1,0.24,2.059057875,OH_263581_1
OH_263581_2_1,DEV_263774_2_1,DEV_263774_2_1-1,0.24,3.7076285,OH_263581_2
OH_263581_2_2,DEV_263774_2_2,DEV_263774_2_2-1,0.24,3.7076285,OH_263581_2
OH_263593_0_1,DEV_263778_0_1,DEV_263778_0_1-1,0.24,1.90678,OH_263593_0
OH_263594_0_1,DEV_51057955_0_1,DEV_51057955_0_1-1,0.24,1.694916,OH_263594_0
OH_263596_0_1,NODE_31149523_0_1,NODE_31149523_0_1-1,0.24,1.694916,OH_263596_0
OH_263599_1_1,NODE_619401_1_1,NODE_619401_1_1-1,0.24,1.8326278,OH_263599_1
OH_263599_1_2,NODE_619401_1_2,NODE_619401_1_2-1,0.24,1.8326278,OH_263599_1
OH_263599_1_3,NODE_619401_1_3,NODE_619401_1_3-1,0.24,1.8326278,OH_263599_1
OH_263599_1_4,NODE_619401_1_4,NODE_619401_1_4-1,0.24,1.8326278,OH_263599_1
OH_263599_1_5,NODE_619401_1_5,NODE_619401_1_5-1,0.24,1.8326278,OH_263599_1
OH_263599_2_1,NODE_619401_2_1,NODE_619401_2_1-1,0.24,1.8326278,OH_263599_2
OH_263599_2_2,NODE_619401_2_2,NODE_619401_2_2-1,0.24,1.8326278,OH_263599_2
OH_263599_2_3,NODE_619401_2_3,NODE_619401_2_3-1,0.24,1.8326278,OH_263599_2
OH_263599_2_4,NODE_619401_2_4,NODE_619401_2_4-1,0.24,1.8326278,OH_263599_2
OH_263599_2_5,NODE_619401_2_5,NODE_619401_2_5-1,0.24,1.8326278,OH_263599_2
OH_263601_1_1,NODE_619389_1_1,NODE_619389_1_1-1,0.24,3.8135605,OH_263601_1
OH_263601_1_2,NODE_619389_1_2,NODE_619389_1_2-1,0.24,3.8135605,OH_263601_1
OH_263601_2_1,NODE_619389_2_1,NODE_619389_2_1-1,0.24,3.8135605,OH_263601_2
OH_263601_2_2,NODE_619389_2_2,NODE_619389_2_2-1,0.24,3.8135605,OH_263601_2
OH_263602_1_1,DEV_263775_1_1,DEV_263775_1_1-1,0.24,1.68167425,OH_263602_1
OH_263602_1_2,DEV_263775_1_2,DEV_263775_1_2-1,0.24,1.68167425,OH_263602_1
OH_263602_1_3,DEV_263775_1_3,DEV_263775_1_3-1,0.24,1.68167425,OH_263602_1
OH_263602_1_4,DEV_263775_1_4,DEV_263775_1_4-1,0.24,1.68167425,OH_263602_1
OH_263602_2_1,DEV_263775_2_1,DEV_263775_2_1-1,0.24,1.68167425,OH_263602_2
OH_263602_2_2,DEV_263775_2_2,DEV_263775_2_2-1,0.24,1.68167425,OH_263602_2
OH_263602_2_3,DEV_263775_2_3,DEV_263775_2_3-1,0.24,1.68167425,OH_263602_2
OH_263602_2_4,DEV_263775_2_4,DEV_263775_2_4-1,0.24,1.68167425,OH_263602_2
OH_263619_0_1,DEV_263575_0_1,DEV_263575_0_1-1,0.24,3.5593232,OH_263619_0
OH_263619_0_2,DEV_263575_0_2,DEV_263575_0_2-1,0.24,3.5593232,OH_263619_0
OH_263619_0_3,DEV_263575_0_3,DEV_263575_0_3-1,0.24,3.5593232,OH_263619_0
OH_263619_0_4,DEV_263575_0_4,DEV_263575_0_4-1,0.24,3.5593232,OH_263619_0
OH_263619_0_5,DEV_263575_0_5,DEV_263575_0_5-1,0.24,3.5593232,OH_263619_0
OH_263620_0_1,DEV_263397_0_1,DEV_263397_0_1-1,0.24,1.6419495,OH_263620_0
OH_263620_0_2,DEV_263397_0_2,DEV_263397_0_2-1,0.24,1.6419495,OH_263620_0
OH_263855_0_1,DEV_263852_0_1,DEV_263852_0_1-1,0.24,7.3887735,OH_263855_0
OH_263855_0_2,DEV_263852_0_2,DEV_263852_0_2-1,0.24,7.3887735,OH_263855_0
OH_264201_1_1,DEV_264204_1_1,DEV_264204_1_1-1,0.24,3.151032667,OH_264201_1
OH_264201_1_2,DEV_264204_1_2,DEV_264204_1_2-1,0.24,3.151032667,OH_264201_1
OH_264201_1_3,DEV_264204_1_3,DEV_264204_1_3-1,0.24,3.151032667,OH_264201_1
OH_264201_2_1,DEV_264204_2_1,DEV_264204_2_1-1,0.24,3.151032667,OH_264201_2
OH_264201_2_2,DEV_264204_2_2,DEV_264204_2_2-1,0.24,3.151032667,OH_264201_2
OH_264201_2_3,DEV_264204_2_3,DEV_264204_2_3-1,0.24,3.151032667,OH_264201_2
OH_264202_1_1,DEV_264203_1_1,DEV_264203_1_1-1,0.24,2.819345,OH_264202_1
OH_264202_1_2,DEV_264203_1_2,DEV_264203_1_2-1,0.24,2.819345,OH_264202_1
OH_264202_1_3,DEV_264203_1_3,DEV_264203_1_3-1,0.24,2.819345,OH_264202_1
OH_264202_1_4,DEV_264203_1_4,DEV_264203_1_4-1,0.24,2.819345,OH_264202_1
OH_264202_1_5,DEV_264203_1_5,DEV_264203_1_5-1,0.24,2.819345,OH_264202_1
OH_264202_2_1,DEV_264203_2_1,DEV_264203_2_1-1,0.24,2.819345,OH_264202_2
OH_264202_2_2,DEV_264203_2_2,DEV_264203_2_2-1,0.24,2.819345,OH_264202_2
OH_264202_2_3,DEV_264203_2_3,DEV_264203_2_3-1,0.24,2.819345,OH_264202_2
OH_264202_2_4,DEV_264203_2_4,DEV_264203_2_4-1,0.24,2.819345,OH_264202_2
OH_264202_2_5,DEV_264203_2_5,DEV_264203_2_5-1,0.24,2.819345,OH_264202_2
OH_264241_1_1,DEV_264260_1_1,DEV_264260_1_1-1,0.24,1.4096725,OH_264241_1
OH_264241_1_2,DEV_264260_1_2,DEV_264260_1_2-1,0.24,1.4096725,OH_264241_1
OH_264241_1_3,DEV_264260_1_3,DEV_264260_1_3-1,0.24,1.4096725,OH_264241_1
OH_264241_1_4,DEV_264260_1_4,DEV_264260_1_4-1,0.24,1.4096725,OH_264241_1
OH_264241_2_1,DEV_264260_2_1,DEV_264260_2_1-1,0.24,1.4096725,OH_264241_2
OH_264241_2_2,DEV_264260_2_2,DEV_264260_2_2-1,0.24,1.4096725,OH_264241_2
OH_264241_2_3,DEV_264260_2_3,DEV_264260_2_3-1,0.24,1.4096725,OH_264241_2
OH_264241_2_4,DEV_264260_2_4,DEV_264260_2_4-1,0.24,1.4096725,OH_264241_2
OH_264245_1_1,DEV_264253_1_1,DEV_264253_1_1-1,0.24,3.9249705,OH_264245_1
OH_264245_1_2,DEV_264253_1_2,DEV_264253_1_2-1,0.24,3.9249705,OH_264245_1
OH_264245_2_1,DEV_264253_2_1,DEV_264253_2_1-1,0.24,3.9249705,OH_264245_2
OH_264245_2_2,DEV_264253_2_2,DEV_264253_2_2-1,0.24,3.9249705,OH_264245_2
OH_264247_1_1,NODE_618936_1_1,NODE_618936_1_1-1,0.24,8.513316,OH_264247_1
OH_264247_2_1,NODE_618936_2_1,NODE_618936_2_1-1,0.24,8.513316,OH_264247_2
OH_264325_1_1,NODE_609645_1_1,NODE_609645_1_1-1,0.24,1.713719333,OH_264325_1
